ID,Title,ShortTitle,SubjectType,ControlType,IsDistant,Departments - DepartmentId → ID,Departments - DepartmentId → Title,Faculties - FacultyId → ID,Faculties - FacultyId → Title,SemesterSeasons - SemesterSeasonId → Year,SemesterSeasons - SemesterSeasonId → Season
1,Математическое моделирование объектов и систем управления,ММОиСУ,Лаб,,false,12,каф.КСУ,4,ФЭА,2023,autumn
2,Современные методы теории управления,СоврМТУ,Лек,Экз,false,25,каф.САУ,4,ФЭА,2023,autumn
3,Математическое моделирование объектов и систем управления,ММОиСУ,Пр,,false,12,каф.КСУ,4,ФЭА,2023,autumn
4,Основы промышленной цифровизации,ОснПрЦифр,Лек,ЗчО,false,25,каф.САУ,4,ФЭА,2023,autumn
5,Теория принятия решений,ТеорПрР,Пр,,false,23,каф.РАПС,4,ФЭА,2023,autumn
6,Фундаментальные основы высокочастотной электротехники и электромагнитной технологии,ФОВЧЭиЭМТ,Лаб,,false,37,каф.ЭТПТ,4,ФЭА,2023,autumn
7,Фундаментальные основы высокочастотной электротехники и электромагнитной технологии,ФОВЧЭиЭМТ,Пр,,false,37,каф.ЭТПТ,4,ФЭА,2023,autumn
8,Организационное поведение,ОргПов,Пр,,false,42,каф.СП,7,ГФ,2023,autumn
9,Пол и возраст: влияние на деловую и межличностную коммуникацию,ПиВ:ВДМК,Пр,,false,43,каф.ФЛ,7,ГФ,2023,autumn
10,Современные методы теории управления,СоврМТУ,Пр,,false,25,каф.САУ,4,ФЭА,2023,autumn
11,Основы промышленной цифровизации,ОснПрЦифр,Лаб,,false,25,каф.САУ,4,ФЭА,2023,autumn
12,Социальные коммуникации в профессиональной среде,СКвПрофСр,Пр,,false,42,каф.СП,7,ГФ,2023,autumn
13,Современные методы теории управления,СоврМТУ,Лаб,,false,25,каф.САУ,4,ФЭА,2023,autumn
14,Компьютерные технологии управления в технических системах (Computer-based Technologies of Control in Technical Systems),КТУвТС(CbTCT),Пр,,false,25,каф.САУ,4,ФЭА,2023,autumn
15,Компьютерные технологии управления в технических системах (Computer-based Technologies of Control in Technical Systems),КТУвТС(CbTCT),Лаб,,false,25,каф.САУ,4,ФЭА,2023,autumn
16,Теория принятия решений,ТеорПрР,Лек,Экз,false,23,каф.РАПС,4,ФЭА,2023,autumn
17,Машинное обучение и анализ данных,МОиАД,Лек,ЗчО,false,25,каф.САУ,4,ФЭА,2023,autumn
18,Основы конструирования электротехнических устройств,ОКЭТУ,Лек,ЗчО,false,37,каф.ЭТПТ,4,ФЭА,2023,autumn
19,Социальные коммуникации в профессиональной среде (Social Communication in Professional Environment),СКвПрофСр,Лек,ЗчО,false,42,каф.СП,7,ГФ,2023,autumn
20,Социальные коммуникации в профессиональной среде (Social Communication in Professional Environment),СКвПрофСр,Пр,,false,42,каф.СП,7,ГФ,2023,autumn
21,Внедрение и эксплуатация интегрированных систем управления,ВнЭксплИСУ,Пр,,false,23,каф.РАПС,4,ФЭА,2023,autumn
22,Акустическое проектирование электроэнергетического оборудования,АкПрЭЭО,Лек,Экз,false,25,каф.САУ,4,ФЭА,2023,autumn
23,Организация баз данных в производственных системах,ОБДвПС,Пр,,false,23,каф.РАПС,4,ФЭА,2023,autumn
24,Высокочастотная силовая электроника,ВЧСилЭл,Пр,,false,37,каф.ЭТПТ,4,ФЭА,2023,autumn
25,Организация баз данных в производственных системах,ОБДвПС,Лек,Экз,false,23,каф.РАПС,4,ФЭА,2023,autumn
26,Основы конструирования электротехнических устройств,ОКЭТУ,Пр,,false,37,каф.ЭТПТ,4,ФЭА,2023,autumn
27,Электрические и гидравлические приводы механических и робототехнических систем (Electric and Hydraulic Drives of Mechatronic and Robotic Systems),ЭиГПМиРС(EHDMRS),Лаб,,false,23,каф.РАПС,4,ФЭА,2023,autumn
28,Адаптация в электротехнических системах,АдаптЭТС,Лаб,,false,23,каф.РАПС,4,ФЭА,2023,autumn
29,Адаптация в электротехнических системах,АдаптЭТС,Лек,ЗчО,false,23,каф.РАПС,4,ФЭА,2023,autumn
30,Системы управления гребными электрическими установками,СУГрЭУ,Лек,Экз,false,25,каф.САУ,4,ФЭА,2023,autumn
31,Внедрение и эксплуатация интегрированных систем управления,ВнЭксплИСУ,Лек,ЗчО,false,23,каф.РАПС,4,ФЭА,2023,autumn
32,Микропроцессорные системы управления автономными электроэнергетическими системами,МПСУАЭЭС,Лек,Экз,false,25,каф.САУ,4,ФЭА,2023,autumn
33,Электроприводная техника производственных систем и технологических процессов,ЭПТПСиТП,Лаб,,false,25,каф.САУ,4,ФЭА,2023,autumn
34,Введение в специальность,Вв_в_Спец,Пр,,false,12,каф.КСУ,4,ФЭА,2023,autumn
35,Электроприводная техника производственных систем и технологических процессов,ЭПТПСиТП,Лек,Экз,false,25,каф.САУ,4,ФЭА,2023,autumn
36,Организационное поведение,ОргПов,Лек,ЗчО,false,42,каф.СП,7,ГФ,2023,autumn
37,Системы обеспечения безопасности технических средств управления (Systems of Ensuring the Safety for Technical Control Devises),СОБТСУ,Пр,ЗчО,false,39,каф.БЖД,5,ФИБС,2023,autumn
38,Системы обеспечения безопасности технических средств управления (Systems of Ensuring the Safety for Technical Control Devises),СОБТСУ,Лаб,,false,39,каф.БЖД,5,ФИБС,2023,autumn
39,Интеллектуальные системы управления станциями возобновляемой энергии (Intelligent Control Systems for Renewable Energy Stations),ИСУСВЭ(CSRES),Лек,ЗчО,false,23,каф.РАПС,4,ФЭА,2023,autumn
500,Волоконная и интегральная оптика,ВолнИнтОпт,Лек,Экз,false,13,каф.ЛИНС,5,ФИБС,2023,autumn
40,Микропроцессорные системы управления автономными электроэнергетическими системами,МПСУАЭЭС,Лаб,,false,25,каф.САУ,4,ФЭА,2023,autumn
41,Интеллектуальные системы управления станциями возобновляемой энергии (Intelligent Control Systems for Renewable Energy Stations),ИСУСВЭ(CSRES),Пр,,false,23,каф.РАПС,4,ФЭА,2023,autumn
42,Электромеханотронные комплексы и системы,ЭМКиС,Пр,,false,23,каф.РАПС,4,ФЭА,2023,autumn
43,Основы конструирования электротехнических устройств (Construction Design Principles of Electrotechnical Devices),ОснКЭУ(CDPED),Лек,ЗчО,false,23,каф.РАПС,4,ФЭА,2023,autumn
44,Основы конструирования электротехнических устройств (Construction Design Principles of Electrotechnical Devices),ОснКЭУ(CDPED),Пр,,false,23,каф.РАПС,4,ФЭА,2023,autumn
45,Эффективные промышленные установки (Efficient Industrial Installations),ЭффПУ(EffII),Лек,Экз,false,37,каф.ЭТПТ,4,ФЭА,2023,autumn
46,Технология электромагнитной обработки материалов,ТЭМОМ,Лек,Экз,false,37,каф.ЭТПТ,4,ФЭА,2023,autumn
47,Технология электромагнитной обработки материалов,ТЭМОМ,Пр,,false,37,каф.ЭТПТ,4,ФЭА,2023,autumn
48,Русский язык как иностранный,РусскЯз,Пр,ЗчО,false,41,каф.РЯ,7,ГФ,2023,autumn
49,Нелинейное и адаптивное управление в технических системах,НиАУвТС,Пр,,false,25,каф.САУ,4,ФЭА,2023,autumn
50,Эффективные промышленные установки (Efficient Industrial Installations),ЭффПУ(EffII),Пр,,false,37,каф.ЭТПТ,4,ФЭА,2023,autumn
51,Компьютерные технологии и моделирование в электронике (Computer Technology and Simulation in Electronics),КТиМвЭл(CTSE),Лек,ЗчО,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
52,"Междисциплинарный проект 'Проектирование микроволнового транзисторного усилителя мощности""",МДП,Пр,ЗчО,false,21,каф.МВЭ,2,ФЭЛ,2023,autumn
55,Датчики в электронных устройствах,Датч_вЭУ,Пр,,false,36,каф.ЭПУ,2,ФЭЛ,2023,autumn
56,Датчики в электронных устройствах,Датч_вЭУ,Лек,Экз,false,36,каф.ЭПУ,2,ФЭЛ,2023,autumn
57,Технология полупроводниковых наногетероструктур,ТППНГС,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
58,Технология полупроводниковых наногетероструктур,ТППНГС,Лек,Экз,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
59,Современные проблемы электроники (Problems of Modern Electronics),СоврПрЭл(PMEl),Пр,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
60,Современные проблемы электроники (Problems of Modern Electronics),СоврПрЭл(PMEl),Лек,ЗчО,false,11,каф.Фот,2,ФЭЛ,2023,autumn
61,Компьютерное моделирование гибридных систем возобновляемой энергетики (Computer Simulation of Hybrid Renewable Energy Sustems),КМГСВЭ(CSHRES),Пр,ЗчО,false,11,каф.Фот,2,ФЭЛ,2023,autumn
62,Современные проблемы электроники,СоврПрЭл,Лек,ЗчО,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
63,Гибридные интегральные схемы и монолитные интегральные схемы СВЧ,ГИСиМИСС,Лаб,,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
64,"Междисциплинарный проект 'Проектирование электронного прибора или устройства""",МДП,Пр,ЗчО,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
65,Моделирование технологических процессов в микроэлектронике,МТПвМЭ,Пр,,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
66,Компьютерные технологии и моделирование в электронике,КТиМвЭл,Лаб,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
67,Диагностика материалов и структур солнечной энергетики (Diagnostics of Solar Energy Materials and Structures),ДМиССЭ(DSEMS),Лек,Экз,false,11,каф.Фот,2,ФЭЛ,2023,autumn
68,Диагностика материалов и структур солнечной энергетики (Diagnostics of Solar Energy Materials and Structures),ДМиССЭ(DSEMS),Лаб,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
69,Возобновляемые источники энергии (Renewable Energy Sources),ВозИстЭн(REnS),Пр,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
70,Возобновляемые источники энергии (Renewable Energy Sources),ВозИстЭн(REnS),Лек,Экз,false,11,каф.Фот,2,ФЭЛ,2023,autumn
71,Компьютерные технологии в нанотехнологии и микросистемной технике,КТвНТиМСТ,Лаб,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
72,Компьютерные технологии и моделирование в электронике,КТиМвЭл,Лек,ЗчО,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
73,Вакуумно-плазменные технологии в электронике,ВПТвЭл,Лаб,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
74,Тестирование и верификация интегральных схем,ТиВИнтСх,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
75,Методы диагностики структур наноэлектроники и фотоники,МДСНЭиФ,Лаб,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
76,Вакуумно-плазменные технологии в электронике,ВПТвЭл,Пр,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
77,Вакуумно-плазменные технологии в электронике,ВПТвЭл,Лек,Экз,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
78,Русский язык как иностранный (Russian as a Foreign Language,РусскЯз(RFL),Пр,ЗчО,false,41,каф.РЯ,7,ГФ,2023,autumn
79,Современные проблемы электроники,СоврПрЭл,Лек,ЗчО,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
80,Материалы солнечной энергетики (Solar Energy Materials),МСЭ(SEM),Лек,Экз,false,11,каф.Фот,2,ФЭЛ,2023,autumn
81,Материалы солнечной энергетики (Solar Energy Materials),МСЭ(SEM),Пр,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
82,Приборы и устройства функциональной электроники и радиофотоники,ПиУФЭиРФ,Лаб,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
83,Технологии перспективных материалов электроники и радиофотоники,ТПМЭиРФ,Пр,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
84,Технологии перспективных материалов электроники и радиофотоники,ТПМЭиРФ,Лаб,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
85,Волновые процессы в устройствах микроэлектроники и радиофотоники,ВПвУМиРФ,Пр,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
86,Приборы и устройства функциональной электроники и радиофотоники,ПиУФЭиРФ,Пр,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
87,Приборы и устройства функциональной электроники,ПиУФЭл,Пр,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
88,Приборы и устройства функциональной электроники,ПиУФЭл,Лаб,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
89,Перспективы сверхвысокочастотной микроэлектроники и радиофотоники,ПСМиРФ,Лаб,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
90,Перспективы  микроэлектроники СВЧ,ПМЭСВЧ,Лаб,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
91,Оборудование и автоматизация солнечных энергоустановок,ОиАСЭУ,Лаб,,false,23,каф.РАПС,4,ФЭА,2023,autumn
92,Оборудование и автоматизация солнечных энергоустановок,ОиАСЭУ,Пр,,false,23,каф.РАПС,4,ФЭА,2023,autumn
93,Оборудование и автоматизация солнечных энергоустановок,ОиАСЭУ,Лек,Экз,false,23,каф.РАПС,4,ФЭА,2023,autumn
94,Перспективы  микроэлектроники СВЧ,ПМЭСВЧ,Пр,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
95,Перспективы сверхвысокочастотной микроэлектроники и радиофотоники,ПСМиРФ,Пр,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
96,Технологии перспективных материалов электроники,ТПМЭл,Лаб,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
97,Технологии перспективных материалов электроники,ТПМЭл,Пр,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
98,Компьютерные технологии в разработке электронных устройств,КТвРЭУ,Пр,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
99,Приборы и устройства функциональной электроники,ПиУФЭл,Лек,Экз,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
100,Компьютерные технологии в разработке электронных устройств,КТвРЭУ,Лаб,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
101,Компьютерные технологии в разработке устройств радиофотоники,КТвРУРФ,Лаб,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
102,Лазерная технология и метрология,ЛТиМетр,Пр,Экз,false,36,каф.ЭПУ,2,ФЭЛ,2023,autumn
103,Процессы электронных и ионных технологий,ПЭиИТ,Пр,Экз,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
104,Процессы электронных и ионных технологий,ПЭиИТ,Лаб,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
105,Волновые процессы в устройствах микроэлектроники и радиофотоники,ВПвУМиРФ,Лек,Экз,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
106,Компьютерные технологии и моделирование в электронике,КТиМвЭл,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
107,Волновые процессы в устройствах микроэлектроники,ВПвУМЭ,Пр,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
108,Компьютерные технологии в нанотехнологии и микросистемной технике,КТвНТиМСТ,Лек,ЗчО,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
109,Волновые процессы в устройствах микроэлектроники,ВПвУМЭ,Лек,Экз,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
110,Компьютерное моделирование и проектирование приборов и устройств микроволновой и оптической электроники,КМиППиУМиОЭ,Лек,Экз,false,21,каф.МВЭ,2,ФЭЛ,2023,autumn
111,Компьютерное моделирование и проектирование приборов и устройств микроволновой и оптической электроники,КМиППиУМиОЭ,Лаб,,false,21,каф.МВЭ,2,ФЭЛ,2023,autumn
112,Компьютерные технологии в разработке устройств радиофотоники,КТвРУРФ,Пр,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
113,Компьютерное моделирование и проектирование приборов и устройств микроволновой и оптической электроники,КМиППиУМиОЭ,Пр,,false,21,каф.МВЭ,2,ФЭЛ,2023,autumn
114,Моделирование технологических процессов в микроэлектронике,МТПвМЭ,Лек,Экз,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
115,Источники рентгеновского излучения,ИстРИ,Лек,Экз,false,36,каф.ЭПУ,2,ФЭЛ,2023,autumn
116,Электронные устройства в телекоммуникациях,ЭУвТК,Лек,Экз,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
117,Электронные устройства в телекоммуникациях,ЭУвТК,Лаб,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
118,Электронные устройства в телекоммуникациях,ЭУвТК,Пр,,false,32,каф.ФЭТ,2,ФЭЛ,2023,autumn
119,Технология солнечных элементов и модулей (Technology of Solar Cells and Modules),ТСЭиМ(TSC&M),Лаб,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
120,Технология солнечных элементов и модулей (Technology of Solar Cells and Modules),ТСЭиМ(TSC&M),Пр,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
121,Технология солнечных элементов и модулей (Technology of Solar Cells and Modules),ТСЭиМ(TSC&M),Лек,Экз,false,11,каф.Фот,2,ФЭЛ,2023,autumn
263,Математический аппарат радиотехники,МАРТ,Лек,ЗчО,false,20,каф.РС,1,ФРТ,2023,autumn
122,Лазерные технологии в производстве солнечных модулей (Laser Technologies in Manufacturing of Solar Modules),ЛТвПрСМ(LTMSM),Лаб,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
123,Лазерные технологии в производстве солнечных модулей (Laser Technologies in Manufacturing of Solar Modules),ЛТвПрСМ(LTMSM),Пр,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
124,Электронные приборы и устройства в науке и технике,ЭПиУвНиТ,Пр,,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
125,Лазерные технологии в производстве солнечных модулей (Laser Technologies in Manufacturing of Solar Modules),ЛТвПрСМ(LTMSM),Лек,Экз,false,11,каф.Фот,2,ФЭЛ,2023,autumn
126,Лазерные технологии в производстве солнечных модулей,ЛТвПрСМ,Пр,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
127,Электронные приборы и устройства в науке и технике,ЭПиУвНиТ,Лек,Экз,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
128,Лазерные технологии в производстве солнечных модулей,ЛТвПрСМ,Лаб,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
129,Технология солнечных элементов и модулей,ТСЭиМ,Лаб,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
130,Технология солнечных элементов и модулей,ТСЭиМ,Пр,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
131,Лазерные технологии в производстве солнечных модулей,ЛТвПрСМ,Лек,Экз,false,11,каф.Фот,2,ФЭЛ,2023,autumn
132,Вакуумные и плазменные приборы и устройства,ВиППиУ,Пр,,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
133,Технология солнечных элементов и модулей,ТСЭиМ,Лек,Экз,false,11,каф.Фот,2,ФЭЛ,2023,autumn
134,Лазерные технологии,ЛазТехнол,Лаб,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
135,Лазерные технологии,ЛазТехнол,Лек,Экз,false,11,каф.Фот,2,ФЭЛ,2023,autumn
136,Оптико-электронные приборы и системы для дистанционного зондирования окружающей среды,ОЭПиСДДЗОС,Лаб,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
137,Оптико-электронные приборы и системы для дистанционного зондирования окружающей среды,ОЭПиСДДЗОС,Пр,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
138,Вакуумные и плазменные приборы и устройства,ВиППиУ,Лек,Экз,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
139,Оптико-электронные приборы и системы для дистанционного зондирования окружающей среды,ОЭПиСДДЗОС,Лек,Экз,false,11,каф.Фот,2,ФЭЛ,2023,autumn
140,Технология фотоэлектронных приборов,ТФП,Пр,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
141,Технология фотоэлектронных приборов,ТФП,Лек,ЗчО,false,11,каф.Фот,2,ФЭЛ,2023,autumn
142,Лазерная техника,ЛазТехн,Лаб,,false,11,каф.Фот,2,ФЭЛ,2023,autumn
143,Лазерная техника,ЛазТехн,Лек,Экз,false,11,каф.Фот,2,ФЭЛ,2023,autumn
144,Семинар по специальности,СемСпец,Пр,,false,48,Баз.каф.ОЭ,2,ФЭЛ,2023,autumn
145,Семинар по специальности,СемСпец,Лек,Экз,false,48,Баз.каф.ОЭ,2,ФЭЛ,2023,autumn
146,Полупроводниковые лазеры,ППЛаз,Лаб,,false,48,Баз.каф.ОЭ,2,ФЭЛ,2023,autumn
147,Полупроводниковые лазеры,ППЛаз,Пр,,false,48,Баз.каф.ОЭ,2,ФЭЛ,2023,autumn
148,Полупроводниковые лазеры,ППЛаз,Лек,Экз,false,48,Баз.каф.ОЭ,2,ФЭЛ,2023,autumn
149,Микро- и наноэнергетика,МНЭнерг,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
150,Микро- и наноэнергетика,МНЭнерг,Лек,ЗчО,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
151,Лазерная технология и метрология,ЛТиМетр,Лаб,,false,36,каф.ЭПУ,2,ФЭЛ,2023,autumn
152,Технология пористых наноматериалов,ТехнПНМ,Лаб,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
153,Технология пористых наноматериалов,ТехнПНМ,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
154,Технология пористых наноматериалов,ТехнПНМ,Лек,ЗчО,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
155,Органическая электроника,ОргЭл,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
156,Органическая электроника,ОргЭл,Лек,Экз,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
157,Прикладные вопросы нанотехнологии,ПриклВНТ,Пр,ЗчО,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
158,Методы анализа микро- и наносистем,МАМНС,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
159,Методы анализа микро- и наносистем,МАМНС,Лек,Экз,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
160,Бионаноинженерия и бионика,БиоНИиБион,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
161,Бионаноинженерия и бионика,БиоНИиБион,Лек,Экз,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
162,Прикладные вопросы микросистемной техники,ПриклВМСТ,Пр,ЗчО,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
163,Компоненты микро- и наносистемной техники,КомпМНСТ,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
164,Компоненты микро- и наносистемной техники,КомпМНСТ,Лек,Экз,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
165,Системы автоматизированного проектирования микро- и наносистем,САПРМНС,Лаб,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
166,Системы автоматизированного проектирования микро- и наносистем,САПРМНС,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
167,Системы автоматизированного проектирования микро- и наносистем,САПРМНС,Лек,ЗчО,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
261,Практика межкультурного общения (французский язык),ПрМКО (фр),Пр,ЗчО,false,9,каф.ИНЯЗ,7,ГФ,2023,autumn
168,Системы автоматизированного проектирования электронной компонентной базы,САПРЭКБ,Лаб,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
169,Системы автоматизированного проектирования электронной компонентной базы,САПРЭКБ,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
170,Системы автоматизированного проектирования электронной компонентной базы,САПРЭКБ,Лек,Экз,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
171,Тестирование и верификация интегральных схем,ТиВИнтСх,Лек,Экз,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
172,Тестирование и верификация интегральных схем,ТиВИнтСх,Лаб,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
173,Основы топологического проектирования интегральных схем,ОТПрИСх,Лек,Экз,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
174,Основы топологического проектирования интегральных схем,ОТПрИСх,Лаб,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
175,Основы топологического проектирования интегральных схем,ОТПрИСх,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
176,Наноэлектроника,НаноЭл,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
177,Наноэлектроника,НаноЭл,Лек,Экз,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
178,Фотоника,Фотоника,Лаб,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
179,Микроволновые вакуумные приборы,МВВакПр,Лек,Экз,false,21,каф.МВЭ,2,ФЭЛ,2023,autumn
180,Фотоника,Фотоника,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
181,Фотоника,Фотоника,Лек,Экз,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
182,Микроволновые вакуумные приборы,МВВакПр,Пр,,false,21,каф.МВЭ,2,ФЭЛ,2023,autumn
183,Методы диагностики структур наноэлектроники и фотоники,МДСНЭиФ,Пр,,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
184,Методы диагностики структур наноэлектроники и фотоники,МДСНЭиФ,Лек,Экз,false,17,каф.МНЭ,2,ФЭЛ,2023,autumn
185,Современные технологические процессы в производстве электронных приборов,СТПвПЭП,Лаб,,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
186,Микроволновая техника,МВТехн,Лаб,,false,21,каф.МВЭ,2,ФЭЛ,2023,autumn
187,Современные технологические процессы в производстве электронных приборов,СТПвПЭП,Пр,,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
188,Современные технологические процессы в производстве электронных приборов,СТПвПЭП,Лек,Экз,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
189,Современные проблемы электроники,СоврПрЭл,Пр,,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
190,Радиационные процессы в микроэлектронике,РПвМЭ,Лаб,,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
191,Физика лазеров и нелинейная оптика,ФЛиНО,Пр,Экз,false,48,Баз.каф.ОЭ,2,ФЭЛ,2023,autumn
192,Радиационные процессы в микроэлектронике,РПвМЭ,Пр,,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
193,Радиационные процессы в микроэлектронике,РПвМЭ,Лек,Экз,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
194,Гибридные интегральные схемы и монолитные интегральные схемы СВЧ,ГИСиМИСС,Пр,,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
195,Физика и технология наноразмерных структур,ФиТНРС,Пр,,false,48,Баз.каф.ОЭ,2,ФЭЛ,2023,autumn
196,Гибридные интегральные схемы и монолитные интегральные схемы СВЧ,ГИСиМИСС,Лек,Экз,false,35,каф.ЭП,2,ФЭЛ,2023,autumn
198,Датчики в электронных устройствах,Датч_вЭУ,Лаб,,false,36,каф.ЭПУ,2,ФЭЛ,2023,autumn
199,Физика и технология наноразмерных структур,ФиТНРС,Лек,Экз,false,48,Баз.каф.ОЭ,2,ФЭЛ,2023,autumn
200,Технология оптоэлектронных приборов,ТОЭПр,Лаб,,false,48,Баз.каф.ОЭ,2,ФЭЛ,2023,autumn
201,Встраиваемые системы управления,ВстрСУ,Лаб,,false,36,каф.ЭПУ,2,ФЭЛ,2023,autumn
202,Встраиваемые системы управления,ВстрСУ,Лек,Экз,false,36,каф.ЭПУ,2,ФЭЛ,2023,autumn
203,Приборы и устройства оптических систем связи и обработки информации,ПиУОССиОИ,Лаб,,false,21,каф.МВЭ,2,ФЭЛ,2023,autumn
204,Приборы и устройства оптических систем связи и обработки информации,ПиУОССиОИ,Лек,Экз,false,21,каф.МВЭ,2,ФЭЛ,2023,autumn
