ID ЛК,НомерЛД,Иностранец,Курс,finans,status,Уровень образования,Форма образования
424241,305524,False,1,,,Магистратура,Очная форма
2340,4090316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
9870,2220317,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
2313,3440316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2314,1080316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
674,3790316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
382075,325320,True,2,Контракт,Учащийся,Аспирантура,Очная форма
384245,2410320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
373038,5540319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
382422,6720320,False,3,Контракт,Учащийся,Бакалавриат,Очная форма
382464,6540320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
319213,5460318,False,2,Бюджет,Учащийся,Магистратура,Очная форма
383857,4130320,False,4,Бюджет,Учащийся,Специалитет,Очная форма
2533,2330216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
384387,9090320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
382659,9150320,False,4,Контракт,Учащийся,Бакалавриат,Очная форма
319562,6300318,False,2,Бюджет,Отчислен,Магистратура,Очная форма
382453,9160320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
384007,670320,False,2,Контракт,Учащийся,Бакалавриат,Очно-заочная
381345,10319,True,5,Бюджет,Учащийся,Специалитет,Очная форма
374423,7360319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
10169,820317,False,1,Контракт,Учащийся,Аспирантура,Очная форма
384507,6630320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
382471,2560120,False,4,Контракт,Учащийся,Бакалавриат,Очная форма
318731,5580318,False,2,Бюджет,Учащийся,Магистратура,Очная форма
384018,830320,False,4,Бюджет,Учащийся,Бакалавриат,Очно-заочная
318671,4770318,False,2,Бюджет,Учащийся,Магистратура,Очная форма
318024,570218,False,2,Бюджет,Учащийся,Магистратура,Очная форма
385393,8800208,False,1,Бюджет,Учащийся,Магистратура,Очная форма
318746,5900318,False,2,Бюджет,Учащийся,Магистратура,Очная форма
383543,2240220,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
387927,259921,False,4,Контракт,Учащийся,Аспирантура,Заочная форма
386439,2070721,False,3,Бюджет,Учащийся,Бакалавриат,Очная форма
374941,1710819,False,5,Бюджет,Учащийся,Бакалавриат,Очно-заочная
386188,2460521,False,3,Бюджет,Учащийся,Бакалавриат,Очная форма
388228,8800270,False,3,Бюджет,Отчислен,Бакалавриат,Очно-заочная
385808,1020421,False,2,Бюджет,Отчислен,Бакалавриат,Очная форма
10530,2350117,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
318156,2310218,False,2,Бюджет,Отчислен,Магистратура,Очная форма
318265,1910418,False,2,Бюджет,Учащийся,Магистратура,Очная форма
388016,980121,False,2,Бюджет,Учащийся,Бакалавриат,Очная форма
11352,1570317,False,2,Бюджет,Академический,Магистратура,Очная форма
386020,840421,False,3,Бюджет,Учащийся,Бакалавриат,Очная форма
11482,1180817,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
383055,340120,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
387536,7860321,False,3,Контракт,Учащийся,Бакалавриат,Очная форма
318108,1650218,False,2,Бюджет,Учащийся,Магистратура,Очная форма
10020,1080417,False,2,Бюджет,Учащийся,Магистратура,Очная форма
384162,2040120,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
317491,380318,False,2,Контракт,Отчислен,Магистратура,Очная форма
386255,610221,False,3,Бюджет,Учащийся,Бакалавриат,Очная форма
388148,8130321,False,3,Бюджет,Учащийся,Бакалавриат,Очная форма
383721,5600320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
383797,7690320,False,3,Бюджет,Отчислен,Бакалавриат,Очная форма
373515,900419,False,1,Бюджет,Учащийся,Магистратура,Очная форма
383309,300420,False,3,Бюджет,Учащийся,Бакалавриат,Очная форма
318726,5520318,False,2,Бюджет,Учащийся,Магистратура,Очная форма
386747,3880321,False,3,Бюджет,Учащийся,Бакалавриат,Очная форма
318402,590518,False,2,Бюджет,Учащийся,Магистратура,Очная форма
374076,1370219,False,1,Бюджет,Учащийся,Магистратура,Очная форма
9964,640417,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
383716,5550320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
384204,5500320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
388306,8800273,False,4,Контракт,Учащийся,Бакалавриат,Очно-заочная
388006,1640321,False,2,Бюджет,Учащийся,Бакалавриат,Очная форма
372932,4440319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
372947,4590319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
319200,3640318,False,1,Бюджет,Учащийся,Магистратура,Очная форма
380749,3570319,False,1,Бюджет,Академический,Магистратура,Очная форма
11343,1470317,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
373695,260119,False,5,Бюджет,Учащийся,Специалитет,Очная форма
373807,1440119,False,1,Бюджет,Учащийся,Магистратура,Очная форма
373033,5490319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
380776,3840319,False,5,Бюджет,Учащийся,Специалитет,Очная форма
380765,3730319,False,5,Бюджет,Учащийся,Специалитет,Очная форма
374499,580319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
380778,3860319,False,5,Бюджет,Учащийся,Специалитет,Очная форма
381086,1460319,False,5,Бюджет,Учащийся,Специалитет,Очная форма
374894,1190819,False,5,Бюджет,Учащийся,Бакалавриат,Очно-заочная
386801,4270321,False,3,Бюджет,Учащийся,Бакалавриат,Очная форма
374880,1020819,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
373175,6930319,False,1,Бюджет,Отчислен,Магистратура,Очная форма
374897,1220819,False,5,Бюджет,Учащийся,Бакалавриат,Очно-заочная
372995,5100319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
383810,7840320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
384211,7110320,False,4,Бюджет,Академический,Бакалавриат,Очная форма
373008,5230319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
380786,3940319,False,5,Бюджет,Учащийся,Специалитет,Очная форма
380785,3930319,False,5,Бюджет,Учащийся,Специалитет,Очная форма
381085,740319,False,5,Бюджет,Учащийся,Специалитет,Очная форма
380761,3690319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
374439,230319,False,1,Бюджет,Отчислен,Магистратура,Очная форма
372764,2760319,True,1,Бюджет,Учащийся,Магистратура,Очная форма
373180,6980319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
382457,6090320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
374947,1770819,False,1,Бюджет,Учащийся,Магистратура,Очная форма
372767,2790319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
373214,7320319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
381078,730319,False,5,Контракт,Учащийся,Специалитет,Очная форма
380821,4290319,False,5,Бюджет,Учащийся,Специалитет,Очная форма
374442,520319,False,1,Контракт,Учащийся,Магистратура,Очная форма
372790,3020319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
384417,2890320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
372986,5010319,False,1,Целевой прием,Учащийся,Магистратура,Очная форма
380872,1230519,False,1,Бюджет,Академический,Магистратура,Очная форма
373019,5350319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
381081,980319,False,5,Контракт,Учащийся,Специалитет,Очная форма
373670,2300419,False,1,Бюджет,Учащийся,Магистратура,Очная форма
383607,2580320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
374323,610319,False,1,Контракт,Учащийся,Магистратура,Очная форма
383627,3000320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
372777,2890319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
373018,5340319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
374512,590319,False,1,Контракт,Учащийся,Магистратура,Очная форма
374461,1500319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
1887,1680316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
373141,6580319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
381090,380319,False,4,Контракт,Учащийся,Специалитет,Очная форма
382822,2570320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
383959,2430320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
372810,3220319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
385738,2540321,False,3,Целевой прием,Учащийся,Бакалавриат,Очная форма
372770,2820319,False,1,Бюджет,Отчислен,Магистратура,Очная форма
373194,7120319,False,1,Бюджет,Отчислен,Магистратура,Очная форма
372762,2740319,True,1,Бюджет,Учащийся,Магистратура,Очная форма
372806,3180319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
373134,6510319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
385870,650721,False,3,Контракт,Учащийся,Бакалавриат,Очная форма
318821,1840318,False,2,Бюджет,Учащийся,Магистратура,Очная форма
380730,3380319,False,1,Бюджет,Отчислен,Магистратура,Очная форма
380767,3750319,False,5,Бюджет,Учащийся,Специалитет,Очная форма
317353,1330118,False,2,Бюджет,Учащийся,Магистратура,Очная форма
380758,3660319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
1148,900616,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
383888,4540320,False,4,Бюджет,Учащийся,Специалитет,Очная форма
385680,840121,False,3,Целевой прием,Учащийся,Бакалавриат,Очная форма
383925,1980320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
385739,1190321,False,3,Целевой прием,Учащийся,Бакалавриат,Очная форма
372817,3290319,False,1,Бюджет,Отчислен,Магистратура,Очная форма
373064,5800319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
372765,2770319,False,1,Бюджет,Отчислен,Магистратура,Очная форма
387575,7440321,False,2,Контракт,Учащийся,Бакалавриат,Очная форма
373100,6170319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
383622,2820320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
382566,2760720,False,3,Контракт,Учащийся,Бакалавриат,Очная форма
380774,3820319,False,4,Бюджет,Учащийся,Специалитет,Очная форма
10605,4190317,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
383979,220320,False,1,Бюджет,Учащийся,Бакалавриат,Очная форма
384568,3850320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
317944,870118,False,2,Бюджет,Учащийся,Магистратура,Очная форма
374431,500319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
374500,940319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
386418,3840321,False,3,Бюджет,Учащийся,Бакалавриат,Очная форма
380814,4220319,False,5,Бюджет,Учащийся,Специалитет,Очная форма
372987,5020319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
372999,5140319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
380742,3500319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
372807,3190319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
380748,3560319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
380810,4180319,False,5,Бюджет,Учащийся,Специалитет,Очная форма
380725,3330319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
380747,3550319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
372773,2850319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
372779,2910319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
386454,1640521,False,3,Бюджет,Учащийся,Бакалавриат,Очная форма
382427,6950320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
380807,4150319,False,5,Бюджет,Учащийся,Специалитет,Очная форма
372803,3150319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
374483,2630319,False,1,Контракт,Отчислен,Магистратура,Очная форма
374477,1450319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
317387,1690218,False,2,Бюджет,Отчислен,Магистратура,Очная форма
381468,420819,False,5,Контракт,Отчислен,Бакалавриат,Очно-заочная
373001,5160319,False,1,Бюджет,Учащийся,Магистратура,Очная форма
383679,5060320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
383689,5180320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
376544,7740319,False,4,Бюджет,Отчислен,Бакалавриат,Очная форма
383111,1050120,False,4,Бюджет,Учащийся,Специалитет,Очная форма
386414,3850321,False,3,Бюджет,Учащийся,Бакалавриат,Очная форма
383669,3590320,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
213,9920016,False,1,Бюджет,Учащийся,Магистратура,Очная форма
213,9920016,False,2,Контракт,Учащийся,Магистратура,Заочная форма
264,1860816,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
271,1910816,False,3,Контракт,Учащийся,Бакалавриат,Очно-заочная
295,2370816,False,2,Бюджет,Отчислен,Магистратура,Очная форма
352,890816,False,3,Контракт,Учащийся,Магистратура,Заочная форма
369,1050816,False,1,Контракт,Учащийся,Магистратура,Заочная форма
508,320716,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
667,1800316,False,2,Бюджет,Отчислен,Аспирантура,Очная форма
680,1770316,False,2,Бюджет,Учащийся,Магистратура,Очная форма
681,4430316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
703,800316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
749,3590316,False,2,Контракт,Учащийся,Аспирантура,Очная форма
763,2780316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
771,4290316,False,3,Контракт,Учащийся,Бакалавриат,Заочная форма
777,2690316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
792,1950416,False,2,Бюджет,Академический,Аспирантура,Очная форма
905,1620416,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
909,790416,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
946,410016,True,2,Бюджет,Учащийся,Аспирантура,Очная форма
959,1280416,False,2,Бюджет,Учащийся,Магистратура,Очная форма
973,1490416,False,4,Контракт,Отчислен,Бакалавриат,Очная форма
994,890516,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
1015,1940416,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
1018,1850416,False,2,Бюджет,Отчислен,Магистратура,Очная форма
1023,1430516,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
1025,860516,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
1049,1810516,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
1051,260016,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
1097,640516,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
1132,90016,True,2,Бюджет,Учащийся,Аспирантура,Очная форма
1136,580616,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
1153,570616,False,2,Бюджет,Отчислен,Магистратура,Очная форма
1165,710616,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
1177,460616,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
1182,50616,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
1202,810516,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
1207,1320516,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
1228,870516,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
1241,690516,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
1261,760616,False,2,Бюджет,Учащийся,Магистратура,Очная форма
1800,930316,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
1878,1180316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
1912,360016,True,6,Бюджет,Учащийся,Специалитет,Очная форма
1915,3040316,False,6,Бюджет,Учащийся,Специалитет,Очная форма
1936,380016,True,3,Контракт,Учащийся,Бакалавриат,Очная форма
2215,3620316,False,5,Контракт,Учащийся,Бакалавриат,Очно-заочная
2263,3840316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2267,2800316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2269,2480316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2271,1360316,False,2,Бюджет,Учащийся,Магистратура,Очная форма
2301,4640316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2303,3180316,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
2306,70016,True,2,Бюджет,Отчислен,Аспирантура,Очная форма
2317,1190316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2329,640316,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2351,580216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2372,940216,False,2,Бюджет,Учащийся,Магистратура,Очная форма
2374,2840216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2388,1570216,False,2,Бюджет,Отчислен,Магистратура,Очная форма
2391,1870216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2410,2680216,False,2,Бюджет,Учащийся,Магистратура,Очная форма
2411,10216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2413,2430216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2422,380216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2423,1910216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2431,2830216,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
2436,250216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2438,1900216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2440,2550216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2443,410216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2474,1000216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2491,660216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2515,2440216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2525,970216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2527,1690216,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
2575,1500216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2594,560216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2596,1610216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2615,80016,True,2,Бюджет,Отчислен,Аспирантура,Очная форма
2617,700216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2624,1210216,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2625,339923,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
2634,2810216,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
2637,1960216,False,4,Контракт,Учащийся,Бакалавриат,Заочная форма
2669,1890116,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2704,1850116,False,4,Бюджет,Отчислен,Бакалавриат,Очно-заочная
2726,580116,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2728,1730116,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
2768,940116,False,2,Бюджет,Отчислен,Аспирантура,Очная форма
2894,370916,False,3,Контракт,Учащийся,Бакалавриат,Заочная форма
2908,50916,False,3,Контракт,Учащийся,Магистратура,Заочная форма
2942,7670115,False,5,Контракт,Учащийся,Бакалавриат,Заочная форма
2970,730116,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
3557,2730715,False,4,Контракт,Учащийся,Бакалавриат,Очно-заочная
3708,680115,False,4,Контракт,Отчислен,Бакалавриат,Заочная форма
3745,5300515,False,5,Контракт,Отчислен,Бакалавриат,Очно-заочная
3746,370515,False,2,Бюджет,Отчислен,Магистратура,Очная форма
4126,3030215,False,2,Бюджет,Учащийся,Аспирантура,Очная форма
4217,71015,True,2,Бюджет,Отчислен,Магистратура,Очная форма
4284,170315,False,3,Бюджет,Учащийся,Бакалавриат,Очно-заочная
4343,1972315,False,5,Контракт,Учащийся,Бакалавриат,Очно-заочная
5243,830614,False,4,Контракт,Учащийся,Аспирантура,Заочная форма
5959,130214,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
6263,4450311,False,3,Контракт,Учащийся,Бакалавриат,Заочная форма
6826,3080413,False,3,Контракт,Отчислен,Аспирантура,Заочная форма
7744,470108,False,5,Контракт,Отчислен,Бакалавриат,Заочная форма
9352,2480117,False,1,Контракт,Академический,Аспирантура,Очная форма
9353,2520117,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9389,2090417,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9397,1400717,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9413,300617,False,2,Бюджет,Отчислен,Магистратура,Очная форма
9463,2010517,False,2,Бюджет,Отчислен,Магистратура,Очная форма
9545,1540417,False,5,Бюджет,Учащийся,Бакалавриат,Очно-заочная
9576,450117,False,2,Бюджет,Учащийся,Магистратура,Очная форма
9583,640117,False,2,Бюджет,Учащийся,Магистратура,Очная форма
9590,90117,False,6,Контракт,Учащийся,Специалитет,Очная форма
9608,920217,False,2,Бюджет,Учащийся,Магистратура,Очная форма
9630,2730217,False,3,Контракт,Учащийся,Бакалавриат,Заочная форма
9637,3010217,False,1,Бюджет,Отчислен,Магистратура,Очная форма
9664,1660517,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9693,3690317,False,4,Контракт,Учащийся,Бакалавриат,Заочная форма
9706,4550317,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9713,1720517,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9715,2420117,False,1,Бюджет,Учащийся,Магистратура,Очная форма
9718,1200317,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9729,720717,False,4,Контракт,Отчислен,Бакалавриат,Очная форма
9738,2710317,False,1,Бюджет,Учащийся,Магистратура,Очная форма
9739,870317,False,1,Контракт,Учащийся,Аспирантура,Очная форма
9755,20417,True,1,Бюджет,Учащийся,Магистратура,Очная форма
9759,30217,True,1,Бюджет,Учащийся,Аспирантура,Очная форма
9788,110217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9794,170217,False,1,Бюджет,Отчислен,Магистратура,Очная форма
9800,250217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9818,480217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9819,510217,False,2,Бюджет,Отчислен,Магистратура,Очная форма
9820,540217,False,2,Бюджет,Учащийся,Магистратура,Очная форма
9831,700217,False,2,Бюджет,Отчислен,Магистратура,Очная форма
9847,190517,False,2,Бюджет,Отчислен,Магистратура,Очная форма
9877,2310317,False,2,Бюджет,Отчислен,Магистратура,Очная форма
9878,2320317,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9896,390517,False,2,Бюджет,Отчислен,Магистратура,Очная форма
9905,520517,False,2,Бюджет,Учащийся,Магистратура,Очная форма
9907,540517,False,1,Бюджет,Отчислен,Аспирантура,Очная форма
9916,650517,False,3,Бюджет,Учащийся,Бакалавриат,Очная форма
9922,720517,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9929,170417,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9932,200417,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9943,360417,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
9945,400417,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
9955,510417,False,5,Контракт,Учащийся,Бакалавриат,Заочная форма
9965,660417,False,2,Бюджет,Учащийся,Магистратура,Очная форма
9979,820417,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10009,1170217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10011,1200217,False,2,Бюджет,Учащийся,Магистратура,Очная форма
10012,1220217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10014,1240217,False,1,Бюджет,Отчислен,Магистратура,Очная форма
10034,1460217,False,1,Контракт,Отчислен,Магистратура,Очная форма
10049,1680217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10054,1730217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10059,1790217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10060,1800217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10062,1830217,False,2,Бюджет,Учащийся,Магистратура,Очная форма
10065,1380417,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10068,1900217,False,2,Бюджет,Учащийся,Магистратура,Очная форма
10074,1960217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10081,2030217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10082,2040217,False,2,Бюджет,Отчислен,Магистратура,Очная форма
10084,2050217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10090,2110217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10098,2210217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10113,2380217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10122,2490217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10130,2580217,False,1,Бюджет,Отчислен,Аспирантура,Очная форма
10132,610217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10142,2750217,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10157,2970217,False,4,Контракт,Отчислен,Бакалавриат,Очная форма
10193,1110317,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10276,1690417,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10293,1930417,False,2,Бюджет,Отчислен,Магистратура,Очная форма
10295,2360317,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10304,2450317,False,2,Бюджет,Отчислен,Магистратура,Очная форма
10309,2510317,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10317,2630317,False,1,Контракт,Учащийся,Аспирантура,Очная форма
10329,2780317,False,2,Бюджет,Отчислен,Магистратура,Очная форма
10353,3090317,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10369,810517,False,1,Бюджет,Отчислен,Аспирантура,Очная форма
10370,820517,False,3,Бюджет,Учащийся,Бакалавриат,Очно-заочная
10385,1000517,False,2,Бюджет,Отчислен,Магистратура,Очная форма
10393,1090517,False,1,Контракт,Отчислен,Аспирантура,Очная форма
10405,1210517,False,2,Бюджет,Учащийся,Магистратура,Очная форма
10406,1220517,False,2,Бюджет,Учащийся,Магистратура,Очная форма
10414,1330517,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10419,1380517,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10422,1440517,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10425,1480517,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10428,1510517,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10435,1610517,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10437,1630517,False,4,Бюджет,Учащийся,Бакалавриат,Очная форма
10452,1900517,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10459,1460117,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10477,1730117,False,2,Бюджет,Учащийся,Магистратура,Очная форма
10478,1740117,False,2,Бюджет,Учащийся,Магистратура,Очная форма
10500,1990117,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10517,2170117,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10543,3440317,False,1,Контракт,Отчислен,Аспирантура,Очная форма
10548,3490317,False,2,Бюджет,Учащийся,Магистратура,Очная форма
10551,3520317,False,4,Контракт,Отчислен,Бакалавриат,Очно-заочная
10552,3530317,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10555,3550317,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10564,3650317,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10579,3860317,False,2,Бюджет,Учащийся,Магистратура,Очная форма
10591,4010317,False,1,Бюджет,Академический,Аспирантура,Очная форма
10594,4060317,False,1,Бюджет,Учащийся,Аспирантура,Очная форма
10623,4460317,False,1,Бюджет,Отчислен,Аспирантура,Очная форма
